"Plant_Community","Sampling_Frame","Decimal_Latitude","Decimal_Longitude","GeodeticDatum","Date","Species_Code","Scientific_Name","Vernacular_Name","Life_Form"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"MELMIN","Melinis minutiflora","molasses grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"PRUVUL","Prunella vulgaris","heal-all","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CARFLE","Cardamine flexuosa","bittercress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"MELMIN","Melinis minutiflora","molasses grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CIRVUL","Cirsium vulgare","bull thistle","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EUPPEP","Euphorbia peplus","petty spurge","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"DAUCAR","Daucus carota ssp. sativus","wild carrot","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"YOUJAP","Youngia japonica","oriental hawksbeard","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"ASTSP.","Aster spp.","Aster spp.","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EMIFOS","Emilia fosbergii","Emilia fosbergii","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"MARVUL","Marrubium vulgare","Common horehound","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"DAUCAR","Daucus carota ssp. sativus","wild carrot","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EMIFOS","Emilia fosbergii","Emilia fosbergii","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"LEPDID","Lepidium didymum","swinecress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERSER","Veronica serpyllifolia","thyme-leaved speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"ERASP.","Eragrostis spp.","lovegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CARFLE","Cardamine flexuosa","bittercress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CIRVUL","Cirsium vulgare","bull thistle","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"HELFOE","Helichrysum foetidum","stinking everlasting","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERARV","Veronica arvensis","corn speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EMIFOS","Emilia fosbergii","Emilia fosbergii","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GAMPUR","Gamochaeta purpurea","purple cudweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CARFLE","Cardamine flexuosa","bittercress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"MARVUL","Marrubium vulgare","Common horehound","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EUPPEP","Euphorbia peplus","petty spurge","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EUPPEP","Euphorbia peplus","petty spurge","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLFUG","Polypogon fugax","Ditch polypogon","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CIRVUL","Cirsium vulgare","bull thistle","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"FESBRO","Festuca bromoides","brome fescue","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CIRVUL","Cirsium vulgare","bull thistle","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERSER","Veronica serpyllifolia","thyme-leaved speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CARFLE","Cardamine flexuosa","bittercress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERSER","Veronica serpyllifolia","thyme-leaved speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CARFLE","Cardamine flexuosa","bittercress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"ERABRO","Eragrostis brownei","sheepgrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"FESBRO","Festuca bromoides","brome fescue","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"ERABRO","Eragrostis brownei","sheepgrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLFUG","Polypogon fugax","Ditch polypogon","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EMIFOS","Emilia fosbergii","Emilia fosbergii","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"LEPDID","Lepidium didymum","swinecress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CIRVUL","Cirsium vulgare","bull thistle","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"DYSAMB","Dysphania ambrosioides","Mexican tea","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLFUG","Polypogon fugax","Ditch polypogon","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERARV","Veronica arvensis","corn speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"FESBRO","Festuca bromoides","brome fescue","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GAMPUR","Gamochaeta purpurea","purple cudweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"LEPDID","Lepidium didymum","swinecress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"GERHOM","Geranium homeanum","Australasian geranium","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CIRVUL","Cirsium vulgare","bull thistle","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLFUG","Polypogon fugax","Ditch polypogon","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"POLTET","Polycarpon tetraphyllum","fourleaf manyseed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"ERASP.","Eragrostis spp.","lovegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENSYL","Senecio sylvaticus","wood groundsel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPER","Veronica peregrina ssp. xalapensis","necklace weed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERPLE","Veronica plebeia","common speedwell","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"LEPDID","Lepidium didymum","swinecress","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"SENMAD","Senecio madagascariensis","fireweed","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"RUMACE","Rumex acetosella","sheep sorrel","Herb"
"Subalpine Shrubland","Mauna Loa",19.397874,-155.74247,"EPSG: 4326",2011-07-27,"VERTHA","Verbascum thapsus","common mullein","Herb"
