"samplingProtocol","year","custom_cycle","custom_unitCode","custom_plantCommunity","custom_samplingFrame","custom_transectType","custom_transectNumber","decimalLatitude","decimalLongitude","geodeticDatum","Date","recordedBy","eventRemarks","custom_segment","occurrenceRemarks","custom_coverClass","custom_dead","custom_cf","identificationQualifier","custom_speciesCode","scientificName","vernacularName","custom_lifeForm","establishmentMeans","custom_certified","custom_certifiedBy","custom_certifiedDate","eventID","locationID"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","1",19.386043,-155.229628,"EPSG: 4326","2010-11-15","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"0 - 20",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104121500-709037899.971008","20110104121020-533424019.813538"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"0 - 20",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"20 - 40",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"40 - 60",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"60 - 80",NA,"1",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"80 - 100",NA,"1",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"100 - 120",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"120 - 140",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"140 - 160",NA,"1",0,0,NA,"JUNEFF","Juncus effusus","Japanese mat rush","Rush","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"140 - 160",NA,"1",0,0,NA,"SETPAR","Setaria parviflora","foxtail","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"140 - 160",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"160 - 180",NA,"1",0,0,NA,"JUNEFF","Juncus effusus","Japanese mat rush","Rush","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"160 - 180",NA,"1",0,0,NA,"SACIND","Sacciolepis indica","glenwood grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"160 - 180",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"160 - 180",NA,"1",0,0,NA,"ANDVIR","Andropogon virginicus","broomsedge","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"180 - 200",NA,"2",0,0,NA,"ANDVIR","Andropogon virginicus","broomsedge","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"200 - 220",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"220 - 240",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"240 - 260",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"260 - 280",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"280 - 300",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"300 - 320",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"320 - 340",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"340 - 360",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"360 - 380",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"380 - 400",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"400 - 420",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"420 - 440",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"440 - 460",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"460 - 480",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"480 - 500",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"500 - 520",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"520 - 540",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"540 - 560",NA,"1",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"560 - 580",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"580 - 600",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"600 - 620",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"620 - 640",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"640 - 660",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"660 - 680",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"680 - 700",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"700 - 720",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"720 - 740",NA,"OUT",0,0,NA,"ANDVIR","Andropogon virginicus","broomsedge","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"740 - 760",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"760 - 780",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"780 - 800",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"800 - 820",NA,"OUT",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"820 - 840",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"840 - 860",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"860 - 880",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"880 - 900",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"900 - 920",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"920 - 940",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"940 - 960",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"960 - 980",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","3",19.387404,-155.204605,"EPSG: 4326","2010-12-08","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"980 - 1000",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104144620-546630382.537842","20110104125910-454207837.581635"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","0 - 20",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","0 - 20",NA,"3",0,0,NA,"PASEDU","Passiflora edulis","passionfruit","Vine","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","0 - 20",NA,"2",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","0 - 20",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","20 - 40",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","20 - 40",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","40 - 60",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","40 - 60",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","60 - 80",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","60 - 80",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","80 - 100",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","80 - 100",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
